source_city,destination_city,fare_usd,distance_km,driver_gender,ride_type,customer_name
Houston,Chicago,82.87,10.7,Male,shared,Sophia Johnson
Miami,San Francisco,43.06,26.16,Female,shared,Ralph Anderson
Austin,Houston,26.21,38.79,Female,individual,Christopher Guerra
New York,Atlanta,106.56,27.52,Female,individual,Rhonda Martin
New York,Boston,28.67,45.39,Male,shared,Jason Rhodes
Miami,San Francisco,47.07,12.63,Male,individual,Jeremy Mitchell
Houston,Denver,65.69,38.71,Female,individual,Joann Ferguson
Atlanta,Chicago,45.01,50.89,Male,individual,Robert Harrison
Atlanta,Phoenix,14.75,8.9,Male,shared,Holly Valentine
Los Angeles,Chicago,26.05,41.91,Female,individual,Mrs. Diane Reyes
Atlanta,San Francisco,71.1,25.96,Female,shared,Tracy Montoya
Miami,San Francisco,61.31,9.28,Female,individual,Brenda Wright
Atlanta,New York,104.54,57.16,Female,shared,Shelly Spencer
Boston,Austin,115.84,30.82,Female,individual,Ryan Rosales
Houston,Denver,52.8,50.55,Female,shared,Phillip Nelson
Chicago,Atlanta,8.55,45.9,Female,shared,Brittany Kim
Los Angeles,Boston,66.82,10.92,Female,individual,Courtney Hayes
Miami,Phoenix,18.02,7.74,Female,shared,Alexander Brown
Phoenix,Denver,67.83,59.4,Male,shared,Cynthia Vang
Los Angeles,New York,56.72,21.57,Male,individual,Alfred Galvan
Chicago,Boston,29.14,44.52,Female,individual,Marie Moody
San Francisco,Atlanta,21.01,13.19,Male,shared,Dustin Gallegos
Atlanta,Seattle,66.21,36.21,Male,individual,Brenda Thornton
Phoenix,Los Angeles,38.27,16.77,Male,shared,Aaron Miller
Austin,New York,119.14,52.16,Male,shared,Ruben Dunn
Boston,San Francisco,86.81,49.88,Female,individual,Kelsey Rodriguez
San Francisco,Atlanta,77.73,38.04,Female,individual,Eric Williams
Chicago,Houston,96.38,46.36,Female,individual,Riley Bryant
Phoenix,Seattle,57.29,29.79,Male,shared,Taylor Carlson
Phoenix,Denver,78.01,42.14,Male,individual,Jose Allen
Boston,Austin,99.86,30.19,Female,individual,Jeffrey Mendez
Seattle,Miami,71.46,34.4,Female,individual,Jason Beck
Houston,New York,10.28,37.94,Female,shared,William Jones
Chicago,San Francisco,55.75,1.04,Female,shared,Katie Mcneil
Phoenix,San Francisco,106.45,18.81,Female,shared,Jeanette Harrison
Houston,Seattle,33.79,22.94,Male,shared,Veronica King
Austin,Houston,40.13,42.27,Male,individual,Richard Cooper
Houston,Chicago,85.93,1.06,Female,shared,Lori Ingram
San Francisco,Atlanta,31.01,41.12,Male,shared,Evelyn Williams
Phoenix,Seattle,98.97,59.3,Female,shared,Robin Thompson
Denver,Chicago,31.33,6.27,Male,shared,Julie Dominguez
Seattle,Phoenix,106.31,9.09,Male,shared,Robin Brown
Chicago,Miami,69.78,37.01,Male,individual,Judith Carter
Seattle,Boston,77.23,9.93,Female,individual,Curtis Williams
Boston,Chicago,108.11,9.26,Male,individual,Kaylee Hays
Seattle,Austin,41.17,9.25,Female,shared,Dawn Mullins
Boston,Miami,74.11,43.55,Female,shared,Howard Norman
Houston,Los Angeles,28.63,36.81,Male,individual,Evelyn Martinez
Los Angeles,Houston,11.28,53.98,Male,individual,Steve Paul
Austin,Chicago,32.72,38.65,Male,shared,Jasmine Beltran
Seattle,Phoenix,20.18,51.79,Female,individual,Jonathan Glass MD
Miami,Houston,24.87,28.79,Male,shared,Monica Miller
Atlanta,Chicago,6.59,13.73,Male,individual,Samantha Gardner
Miami,Los Angeles,77.29,30.56,Female,individual,Bobby Guerrero
Phoenix,Austin,14.48,32.66,Male,individual,Lance Simmons
Chicago,Los Angeles,14.09,55.33,Male,individual,Heather Williams
Austin,Atlanta,77.94,50.24,Male,individual,Heather Bolton
Phoenix,Austin,88.95,50.94,Male,shared,William Gould
Chicago,Austin,18.34,37.13,Male,individual,Mark Cox
Houston,Phoenix,90.18,8.05,Male,shared,Meghan Cisneros
San Francisco,Denver,114.6,31.86,Female,shared,Lawrence Harrington
Seattle,San Francisco,91.22,52.53,Male,shared,Austin Osborne
Seattle,Austin,36.28,4.77,Male,individual,James Bradley
Denver,Miami,46.41,30.48,Male,individual,Meghan Rush
San Francisco,Los Angeles,93.93,53.76,Male,shared,Phillip Berry
Phoenix,Miami,5.3,51.66,Male,shared,Jennifer Banks
New York,Denver,46.86,55.29,Male,shared,Brian Fitzgerald
Miami,Houston,53.23,19.99,Female,individual,Mr. Justin Green III
Los Angeles,Chicago,70.73,8.04,Male,shared,Zachary Mitchell
Boston,Miami,117.86,57.29,Male,individual,Katherine Martinez
Los Angeles,Phoenix,42.64,33.63,Male,individual,Jodi Roach
Boston,Los Angeles,69.84,18.93,Male,individual,Brandon Fleming
Seattle,Atlanta,116.76,59.87,Male,shared,Emma Reed
San Francisco,New York,112.23,2.41,Female,shared,Joshua Vance
Seattle,New York,92.28,23.2,Female,shared,Michelle Ho
Boston,Miami,118.06,25.77,Male,shared,Rebecca Hicks
Phoenix,Los Angeles,15.7,55.36,Female,individual,Curtis Taylor
Denver,Chicago,71.79,30.82,Female,shared,Allison Spencer
Atlanta,Phoenix,12.16,40.08,Male,shared,Robert Arnold
Los Angeles,Phoenix,102.86,55.64,Female,individual,Angelica Parker
Seattle,Denver,36.27,5.41,Male,shared,Dr. Kelly Hammond DVM
Atlanta,Chicago,22.87,10.7,Female,individual,William Day
Austin,Chicago,66.63,57.91,Male,individual,Michael Cooper
Los Angeles,Denver,35.48,8.07,Male,individual,Penny Bowman
Phoenix,Atlanta,9.64,50.32,Female,shared,Vincent Reynolds
Chicago,Boston,116.37,24.38,Male,individual,Amy Martinez
Los Angeles,San Francisco,8.57,24.86,Female,shared,Christopher Morris
Chicago,Denver,16.72,47.83,Male,shared,Hannah Everett
New York,Boston,20.03,49.6,Female,shared,Sarah King
Atlanta,Phoenix,34.76,48.95,Male,shared,Krista Martinez
Boston,Houston,55.99,8.6,Female,shared,Joseph Shaw
New York,Denver,10.82,55.52,Female,individual,Todd Moore
Denver,New York,49.01,26.17,Female,shared,Michelle Jacobs
San Francisco,Los Angeles,37.18,53.12,Male,shared,Kristy Bryan
Houston,Los Angeles,62.37,53.08,Female,shared,Angel May
Chicago,Los Angeles,49.05,25.73,Male,shared,Marilyn Wang
Austin,Seattle,60.16,47.1,Female,individual,Mark Jimenez
Austin,Los Angeles,25.68,19.81,Male,shared,Donna Frye
Los Angeles,New York,98.0,28.83,Female,shared,Dr. Michael Evans
San Francisco,Chicago,33.5,15.23,Male,shared,Anthony Gonzales
Atlanta,Austin,45.8,50.51,Male,shared,Mr. Lawrence Edwards
Boston,Atlanta,41.57,44.55,Female,shared,Morgan Valencia
Phoenix,Seattle,113.97,34.25,Male,individual,Bianca Wood
Miami,Los Angeles,25.19,3.24,Male,shared,Emma Owens
Atlanta,Boston,7.29,29.2,Female,shared,David Davis
San Francisco,Seattle,87.45,55.21,Female,shared,James Gilbert
New York,San Francisco,72.46,55.12,Male,individual,Sean Moore
Chicago,Seattle,86.02,40.07,Male,individual,Kenneth Edwards
Los Angeles,Seattle,20.69,10.29,Female,individual,Kathleen Robertson
Houston,Seattle,25.03,58.16,Female,shared,Mr. Alexander Landry MD
Houston,Atlanta,98.66,23.32,Female,shared,Cindy Gomez
San Francisco,New York,114.11,56.97,Female,shared,Johnny Khan
San Francisco,Atlanta,41.59,48.72,Male,shared,Julie Herrera
Denver,San Francisco,43.08,5.59,Female,individual,Jessica Khan
San Francisco,Houston,106.81,6.23,Female,individual,Pamela Diaz
New York,Los Angeles,29.11,41.9,Female,individual,Kelly Lee
Chicago,New York,10.54,26.85,Female,shared,Angel Gordon
Austin,Denver,106.4,21.72,Female,shared,Diana Hays
Denver,Atlanta,79.86,41.54,Male,individual,Barbara Hester
Chicago,New York,38.91,19.8,Male,shared,Robert Morgan
Seattle,San Francisco,107.11,10.49,Male,shared,Nicole Gonzalez
Seattle,Atlanta,118.31,53.7,Male,individual,Kathryn Williams
Houston,San Francisco,74.84,26.62,Male,shared,Gary Wells
Seattle,Boston,117.06,25.15,Female,individual,Larry Robertson
Los Angeles,Boston,16.03,24.18,Female,shared,Louis Martin
New York,Seattle,5.44,6.17,Female,shared,Nancy Evans MD
Chicago,New York,28.8,38.65,Male,individual,Kim Erickson
Chicago,Los Angeles,95.26,28.79,Female,shared,Robert Richardson
Houston,Miami,49.57,22.89,Female,individual,Veronica Silva
San Francisco,Denver,10.13,26.94,Female,shared,Molly Watts
Los Angeles,Atlanta,12.09,45.38,Male,shared,John Coffey
Houston,Seattle,97.94,25.43,Male,shared,Paula Lane
Austin,Miami,53.14,32.6,Female,shared,Lauren Jackson
Denver,Los Angeles,14.08,54.26,Male,shared,Lisa Randall
Chicago,Denver,24.88,59.08,Male,shared,Michael Johnson
San Francisco,New York,53.69,59.31,Female,shared,Ashley Smith
Houston,San Francisco,100.92,16.22,Male,shared,Christian Vaughn
Austin,Miami,50.7,20.24,Female,individual,Reginald Knapp
New York,Atlanta,72.57,47.12,Male,individual,Nancy Brown
San Francisco,Phoenix,70.16,35.38,Male,shared,Daniel Nguyen
Atlanta,Chicago,95.36,52.18,Female,individual,Kelly Edwards
Los Angeles,Austin,80.3,34.75,Female,shared,Thomas Peterson
San Francisco,Los Angeles,51.34,37.48,Female,shared,Raymond Le
Austin,Seattle,84.41,3.91,Female,individual,Melissa Bishop
Seattle,New York,43.85,47.83,Female,individual,David Grant
Denver,Houston,16.29,52.27,Male,individual,William Evans
Phoenix,Denver,94.01,19.93,Female,shared,Daniel Bush
Boston,Denver,29.31,49.61,Female,individual,Gregory Peck
New York,Miami,96.02,4.87,Female,shared,Denise Martinez
Miami,Atlanta,8.33,12.37,Male,shared,Jamie Baird
Boston,New York,57.49,55.16,Male,individual,Tina Ballard
Seattle,Denver,63.09,38.49,Male,shared,Dwayne Klein
Boston,Seattle,61.21,27.32,Female,individual,Jeremy Scott
Seattle,San Francisco,101.33,16.26,Male,individual,Dale Ryan
New York,Austin,10.71,51.38,Male,shared,Melissa Taylor
Houston,Boston,82.93,16.88,Female,shared,Laurie Sanchez
Houston,New York,59.52,8.81,Male,shared,Kiara Little
Boston,Los Angeles,74.96,56.64,Female,individual,Jason Love
Austin,Seattle,57.78,13.87,Female,individual,Randy Smith
Atlanta,Chicago,5.84,59.97,Female,individual,Tanya Russell
Los Angeles,Houston,17.43,4.77,Female,individual,Sherry Woods
Los Angeles,Phoenix,80.45,57.18,Female,shared,Victor Morris
San Francisco,Miami,93.03,54.08,Female,individual,Susan Davis
Houston,San Francisco,87.95,39.67,Female,individual,Kimberly Sharp
Austin,Phoenix,49.65,3.08,Male,individual,Susan Thompson
Phoenix,Boston,83.93,38.66,Female,individual,Casey Gillespie
Miami,Los Angeles,102.22,50.6,Male,individual,Jennifer Simpson DVM
Chicago,Denver,19.71,16.26,Male,individual,Tammy Mcdowell
Houston,Chicago,30.56,14.18,Female,individual,Keith Rodriguez
Seattle,Phoenix,34.96,18.35,Male,individual,Mrs. Virginia Daniels
New York,Houston,72.11,56.71,Male,individual,Todd Rosales MD
Boston,Miami,18.78,41.16,Female,individual,Brian Martin
New York,San Francisco,20.8,12.82,Female,individual,David Lopez
San Francisco,Seattle,104.18,11.64,Male,individual,Rachel Bradley
Seattle,Houston,118.46,19.49,Male,shared,Casey Chase
Denver,Los Angeles,29.08,46.64,Male,individual,Samantha Robertson
Chicago,San Francisco,75.67,38.38,Female,individual,Michael Lopez
Denver,Austin,5.54,32.49,Female,shared,Franklin Wright
Seattle,Miami,26.92,40.93,Male,shared,David Molina
Phoenix,Seattle,40.89,7.06,Female,shared,Elizabeth Sharp
Chicago,New York,39.29,18.16,Female,individual,Matthew Schwartz
Houston,San Francisco,44.41,54.18,Female,shared,Bryan Parker
San Francisco,Austin,7.2,14.23,Male,shared,Jonathan Jacobson
Phoenix,New York,72.81,10.97,Female,shared,Emily Wilson
Austin,Houston,34.42,32.55,Male,shared,Elizabeth Mendez
Houston,Chicago,80.16,2.16,Male,individual,Casey Hernandez
Denver,Austin,19.21,15.91,Male,shared,Lisa Perry
Phoenix,Houston,77.49,18.77,Male,individual,Kaitlin Medina
Atlanta,Phoenix,85.58,25.71,Male,shared,Colleen Wright
Los Angeles,Chicago,95.25,30.37,Male,individual,Shelley Miller
Miami,Boston,46.16,25.18,Male,shared,Michael Miller
Miami,Denver,109.69,41.6,Female,individual,Amy Kelley
Boston,New York,6.47,6.25,Male,individual,Laura Hernandez
San Francisco,Chicago,94.65,5.43,Male,individual,Joseph Wilson
Houston,Boston,57.53,58.66,Female,individual,Kevin Davis
New York,Chicago,98.52,52.57,Female,individual,Rhonda Chavez
Houston,Seattle,53.99,7.84,Male,shared,Joyce Brown
San Francisco,Houston,79.43,20.39,Female,individual,Robert Cummings
Phoenix,Chicago,47.85,21.22,Male,individual,Robert Reese
Austin,Denver,36.26,23.76,Female,individual,Amber Cooper
Houston,San Francisco,18.0,42.07,Male,shared,Zachary Michael
Chicago,Austin,109.79,29.48,Female,shared,Timothy Johnson
Atlanta,Austin,94.6,37.07,Male,individual,Randy Cannon
Denver,Chicago,107.07,27.0,Male,individual,Maria Fisher
Houston,Seattle,6.42,52.23,Male,individual,Janet Kane DVM
Miami,Phoenix,84.15,37.48,Female,shared,Michael Stanley
Denver,Seattle,81.33,38.84,Male,shared,Martha Bailey
New York,Houston,112.45,30.83,Female,individual,Joshua Rice
San Francisco,Chicago,91.41,19.92,Female,individual,Courtney Smith
New York,Miami,30.61,38.96,Female,shared,Edwin Nunez
Chicago,Denver,56.08,34.81,Male,individual,Kim Morrow
Denver,Seattle,18.65,30.35,Male,shared,Gregory Hill
Austin,Phoenix,9.12,33.4,Male,individual,Molly Rodriguez
Miami,Phoenix,28.79,40.62,Female,individual,Jennifer Miranda
New York,Boston,102.1,20.59,Female,individual,Alexis Harris
Phoenix,Denver,18.11,45.8,Male,shared,Andrew Harper
Seattle,Phoenix,100.44,57.9,Female,individual,Amber Yang
Phoenix,Chicago,10.26,10.69,Male,individual,David Robinson
Chicago,Los Angeles,75.25,12.07,Female,shared,Amy Gordon
Denver,Boston,87.43,7.36,Female,shared,Robert Dennis
Houston,Phoenix,72.71,46.56,Female,individual,Kyle Chambers
Houston,Atlanta,114.96,8.94,Female,shared,Eric Thomas
Miami,New York,68.62,26.54,Female,shared,Connie Turner
Phoenix,Atlanta,24.97,49.1,Male,individual,Travis Hobbs
Houston,Atlanta,74.71,19.99,Female,individual,Lori Simmons
Atlanta,Boston,36.46,57.85,Female,individual,William David DDS
San Francisco,Phoenix,52.47,42.3,Female,individual,Emma Butler
Phoenix,Miami,77.75,12.85,Female,individual,James Webster
Houston,San Francisco,117.85,39.36,Male,individual,Samuel Turner
Phoenix,Chicago,92.49,34.17,Female,individual,Renee Melendez
Austin,New York,65.11,2.49,Male,shared,Tracy Grant
Houston,New York,27.99,45.26,Male,individual,David Harris
Houston,Los Angeles,21.84,4.66,Female,shared,Tammy Boone
Miami,New York,46.25,27.7,Male,individual,Nathaniel Lee
Boston,Miami,95.2,48.13,Female,shared,Michael Morrison
Austin,Phoenix,52.91,47.5,Female,shared,Chelsea Gill
New York,Los Angeles,28.36,52.26,Female,shared,Kristin Mendoza
Houston,Phoenix,47.29,35.71,Male,shared,Felicia Krueger
Los Angeles,Denver,25.4,41.28,Male,shared,Timothy Hayden
Phoenix,Miami,18.73,3.4,Female,individual,Zachary Mendoza
San Francisco,Phoenix,72.16,16.05,Female,individual,Larry Harris
Phoenix,San Francisco,9.59,55.79,Male,individual,Kristen Rowe
Denver,Atlanta,68.27,5.3,Female,shared,Joseph Howard
San Francisco,Miami,12.84,30.8,Female,individual,Jose Crawford
Chicago,Seattle,30.44,13.59,Female,individual,William Harrison
Seattle,Los Angeles,30.12,45.41,Female,shared,Suzanne Wood
Chicago,Houston,44.79,15.18,Male,shared,Justin Walker
Houston,Seattle,48.86,47.98,Male,individual,Dean Donovan
Los Angeles,Miami,88.26,2.46,Female,individual,Jennifer Hernandez
Denver,New York,39.09,39.44,Female,shared,James Whitaker
Chicago,San Francisco,116.74,46.63,Male,shared,Mr. Michael Scott PhD
Boston,Houston,77.39,13.58,Female,shared,Maria Henry
Boston,Miami,100.31,52.84,Female,shared,Robert Jackson
Phoenix,Houston,22.68,28.09,Female,shared,Katherine Stark
Chicago,Phoenix,11.24,47.86,Male,shared,Maria Brown
Los Angeles,Austin,49.62,38.18,Female,individual,Ryan Landry
New York,Austin,82.43,32.56,Male,shared,Pamela Gutierrez
Phoenix,Chicago,46.14,30.67,Female,individual,Crystal Mann
Atlanta,Chicago,37.37,55.67,Female,individual,Jonathan Brooks
Houston,New York,59.51,32.47,Male,individual,Mary Jensen
Miami,Los Angeles,115.42,9.5,Female,shared,Mr. Aaron Arnold
Miami,Phoenix,21.26,3.46,Female,shared,Joseph Hill
Los Angeles,Boston,91.05,54.31,Female,shared,Alicia Li
Austin,Houston,102.92,9.4,Male,shared,Renee Browning
Atlanta,Los Angeles,27.35,11.7,Male,individual,Brent Hernandez
Houston,Miami,13.41,40.63,Female,shared,Joseph Ochoa
Boston,Atlanta,61.03,20.52,Male,shared,James Watson
Chicago,Los Angeles,76.24,54.11,Female,individual,Karl Branch
Denver,Seattle,75.88,19.03,Male,individual,Michael Abbott
Seattle,Austin,24.39,19.48,Male,individual,Shannon Malone
Los Angeles,Seattle,20.45,44.25,Female,individual,James Tran
Denver,Seattle,94.1,29.73,Male,shared,Adam Jackson
Houston,Atlanta,14.43,17.56,Male,shared,Mr. Richard Knight PhD
Los Angeles,Houston,13.79,5.45,Male,shared,Joseph Williams
Atlanta,Phoenix,51.59,35.81,Male,individual,Sean Clay
Miami,Phoenix,59.29,46.74,Female,individual,Anthony Jones
Boston,Atlanta,89.32,18.17,Female,shared,Stephanie Elliott
Austin,Seattle,62.75,40.1,Male,shared,Timothy Edwards
Denver,San Francisco,25.6,56.97,Male,individual,Laurie Goodwin
Seattle,New York,30.16,29.77,Male,individual,Jennifer Jones
Seattle,Boston,9.92,13.2,Female,individual,David Davenport
Denver,Phoenix,106.38,3.35,Female,shared,Steven Rivera
Phoenix,Miami,77.86,17.14,Female,shared,Brenda Hinton
Austin,Houston,48.53,35.67,Male,individual,Kathryn Mccann
Austin,Boston,64.38,21.82,Female,individual,Jeffrey Roberson
Denver,Atlanta,5.76,53.04,Female,shared,Randy Friedman
Boston,Chicago,64.17,17.57,Male,shared,Raymond Johnson
San Francisco,Seattle,74.23,49.2,Male,individual,Willie Henry
Seattle,Chicago,60.37,29.25,Male,shared,Todd Reynolds
Houston,Austin,7.58,3.55,Male,shared,Mary Miller
Houston,Miami,9.51,34.76,Male,shared,Rebecca Marquez
Los Angeles,San Francisco,64.41,24.92,Male,individual,Christian Dawson
Chicago,Boston,56.66,59.57,Female,shared,Nancy Stewart
Boston,Austin,74.1,47.88,Male,individual,Aaron Parker
San Francisco,Houston,44.41,27.75,Male,shared,Derrick Anderson
Austin,Phoenix,20.2,1.98,Female,shared,Jerry Peters
Atlanta,Chicago,25.4,54.19,Male,shared,Alexander Gomez
Chicago,Denver,80.83,54.22,Male,individual,Kyle Nguyen
Miami,Austin,47.59,3.56,Female,shared,Edgar Hughes
Denver,Austin,45.31,48.47,Male,individual,Steven Stein
San Francisco,Los Angeles,59.87,14.72,Male,individual,Laura Jackson
Atlanta,Miami,51.99,12.15,Male,shared,Charles Turner
Miami,New York,48.13,13.12,Female,individual,Arthur Hamilton MD
Seattle,Chicago,22.8,39.44,Female,individual,Mr. David Wright
Miami,Austin,69.94,37.1,Female,shared,Linda Gonzalez
Austin,Miami,95.14,29.47,Female,individual,Eric Rush
Los Angeles,Phoenix,71.43,46.68,Female,shared,Manuel Brock
Houston,Chicago,91.0,27.35,Male,shared,George Ochoa
Boston,Miami,51.06,20.97,Male,shared,Valerie Taylor
Austin,Houston,5.61,6.37,Male,individual,Travis Harris
Atlanta,Austin,15.14,16.52,Female,shared,Vincent Novak
Atlanta,New York,88.32,55.91,Female,individual,Michael Henry
Phoenix,Atlanta,11.61,46.64,Male,individual,Dana Bennett
Denver,New York,28.2,39.76,Female,shared,Jenna Wilson
New York,Atlanta,63.71,42.21,Male,shared,Leslie Gardner
Seattle,Boston,80.33,58.56,Male,individual,Krista Benton
Austin,Seattle,82.01,24.92,Male,shared,Michael Gonzales
Phoenix,Chicago,110.71,33.43,Female,individual,Michael Fuentes
Los Angeles,Boston,74.73,12.48,Female,shared,Jennifer Porter
Los Angeles,San Francisco,51.82,7.28,Male,individual,Dana Hopkins
Seattle,Chicago,97.34,57.45,Female,individual,Rachel Jones
Austin,Atlanta,60.62,15.35,Female,individual,Karen Morales DDS
Houston,Denver,108.1,51.86,Female,shared,Melissa Stephens
Los Angeles,Chicago,49.01,47.53,Male,shared,Heather Woodard
Seattle,Austin,114.88,31.47,Male,individual,Margaret Miller
